Title,Bedrooms,Bathrooms,Floor_area,City,location_area,Price_in_Cr,Price_per_sqft,floor_level,Is_in_Dhaka
"1365 Sq Ft Flat With Serene Balcony Views Is For Sale In Mirpur-10, Senpara Parbata",3.0,3.0,1365.0,dhaka,mirpur,0.75,5494.51,medium,yes
1365 Sq Ft Flat With 3 Bedrooms Is Up For Sale In Mirpur-10,3.0,3.0,1365.0,dhaka,mirpur,0.75,5494.51,high,yes
1365 Sq Ft Flat Is Up For Sale In Mirpur-10,3.0,3.0,1365.0,dhaka,mirpur,0.75,5494.51,high,yes
Appreciate Your Days In This 1365 Sq Ft Flat For Sale With Best Room Facilities In Mirpur-10,3.0,3.0,1365.0,dhaka,mirpur,0.75,5494.51,high,yes
"A 2156 Square Feet Residential Flat Is Up For Sale At Block J, Bashundhara R-a",3.0,3.0,2156.0,dhaka,bashundhara,1.7,7884.97,medium,yes
"This Flat In Shapla Housing , Agargaon Is Up For Sale With An Area Of 1300 Sq.ft",3.0,3.0,1300.0,dhaka,agargaon,0.98,7538.46,high,yes
"Covering 1360 Sq Ft Space A Flat Is Up For Sale In Block I, Bashundhara R-a",3.0,3.0,1360.0,dhaka,bashundhara,1.0,7352.94,medium,yes
1332 Sq Ft Residential Apartment Is Up For Sale In Dakkhin Paikpara,3.0,3.0,1332.0,dhaka,mirpur,0.56,4204.2,low,yes
2200 Sq Ft Apartment Is Ready For Sale In Mirpur Dohs,3.0,4.0,2200.0,dhaka,mirpur,2.0,9090.91,medium,yes
Your Desired Large 2 Bedroom Home In Mohammadpur Very Close To Mohammadpur Police Camp Is Now Vacant For Sale,2.0,2.0,850.0,dhaka,mohammadpur,0.51,6000.0,low,yes
We Have A 1295 Sq.Ft Flat For Sale In Taltola .,3.0,2.0,1295.0,dhaka,agargaon,0.65,5019.31,medium,yes
"If You Want To Reside In Mirpur DOHS, Check This 1100 Sq Ft Flat Which Is Up For Sale.",3.0,2.0,1100.0,dhaka,mirpur,0.95,8636.36,low,yes
At Uttara-12 We Have A 1050 Sq.Ft Ready Flat For Sale.,3.0,2.0,1050.0,dhaka,uttara,0.55,5238.1,medium,yes
"1425 Sq Ft Flat For Sale In West Shewrapara, Mirpur",3.0,3.0,1425.0,dhaka,mirpur,0.85,5964.91,low,yes
Your Desirable Cozy Flat of 1425 sq ft Is Ready For Sale In West Shewrapara Near North South International School,3.0,3.0,1425.0,dhaka,mirpur,0.85,5964.91,medium,yes
Cantonment Is Giving You A 1410 Sq Ft Apartment Available For Sale,3.0,3.0,1410.0,dhaka,cantonment,0.7,4964.54,medium,yes
A 860 Square Feet Apartment Is For Sale In The Location Of Rupnagar R/A.,2.0,2.0,860.0,dhaka,mirpur,0.45,5232.56,medium,yes
View This 1254 Sq Ft Apartment Is Available For Sale At Cantonment,3.0,3.0,1254.0,dhaka,cantonment,0.55,4385.96,low,yes
In Mirpur DOHS A Standard 1195 Sq.Ft Flat Is For Sale.,3.0,3.0,1195.0,dhaka,mirpur,0.85,7112.97,low,yes
This Wonderful Flat Is Set For Sale With An Amazing Floor Plan Which Is 1800 Sq Ft In Pirerbag,3.0,4.0,1800.0,dhaka,mirpur,0.75,4166.67,high,yes
Obtain This Well Fitted Flat Of 1860 Sq Ft Which Is Up For Sale In Bashundhara R-a,3.0,3.0,1860.0,dhaka,bashundhara,1.2,6451.61,medium,yes
A Fine 1654 Sq Ft Flat Is Now For Sale Which Is In Uttara Sector 18.,3.0,4.0,1654.0,dhaka,uttara,0.85,5139.06,low,yes
950 Sq. Ft. Flat Ready For Sale At North Pirerbag.,3.0,2.0,950.0,dhaka,mirpur,0.35,3684.21,low,yes
See This Apartment Is Up For sale At Bashundhara R-A Near Sunflower School And College.,4.0,5.0,2950.0,dhaka,bashundhara,3.2,10847.46,high,yes
3700 Sq Ft Spacious Apartment For Sale In Uttara Nearby Uttara Adhunik Medical College Hospital,5.0,5.0,3700.0,dhaka,uttara,4.4,11891.89,low,yes
"In The Location Of Cantonment , Close To Alabdirtek Jame Mosque A Flat Is Up For Sale",3.0,2.0,1070.0,dhaka,cantonment,0.38,3551.4,high,yes
An Apartment Which Is Up For Sale At Mirpur Near To Aloron International School &amp; College,3.0,3.0,1400.0,dhaka,mirpur,0.7,5000.0,low,yes
Visit This Apartment For Sale In Mirpur Near Halim Foundation Model High School,4.0,4.0,1451.0,dhaka,mirpur,0.75,5168.85,low,yes
"This Ready Apartment At Mirpur, Near Masjidul Juma Is Up For Sale.",2.0,2.0,650.0,dhaka,mirpur,0.27,4153.85,low,yes
A Nice Flat Is For Sale In Mohammadpur Nearby Alhaj Mockbul Hossain University College,2.0,2.0,940.0,dhaka,mohammadpur,0.48,5106.38,low,yes
Offering You A Nice Flat For Sale In Uttara Near Asian University Of Bangladesh,3.0,3.0,1554.0,dhaka,uttara,1.35,8687.26,medium,yes
3 Bedroom &amp; 3 Bathroom Apartment Which Is Up For Sale At Aftab Nagar,3.0,3.0,1300.0,dhaka,aftab nagar,0.83,6384.62,medium,yes
"At Aftab Nagar Near To Gazi Jame Mosjid, A 1300 Sq. Ft Apartment Which Is Up For Sale",3.0,3.0,1300.0,dhaka,aftab nagar,0.83,6384.62,medium,yes
An Apartment Which Is Up For Sale At Ahmed Nagar Near To Ahmed Nagar Darul Islam Jame Masjid.,3.0,2.0,1276.0,dhaka,mirpur,0.4,3134.8,medium,yes
An Apartment Of 3195 Sq Ft Which Is Up For Sale At Bashundhara R-A Near To Baitun Nazat Jame Mosjid,4.0,5.0,3195.0,dhaka,bashundhara,3.41,10672.93,medium,yes
Well Developed Flat Is Up For Sale In Bashundhara R-A Nearby Playpan School.,3.0,3.0,1400.0,dhaka,bashundhara,1.25,8928.57,medium,yes
Apartment For Sale Is All Set For You To Settle In Uttara Close To Trust Bank Limited ATM Booth,3.0,3.0,1320.0,dhaka,uttara,0.91,6893.94,medium,yes
A Fascinating Apartment In Dakshin Khan Near To Ark Hospital Is Ready For Sale,3.0,3.0,1320.0,dhaka,dakshin khan,0.5,3787.88,low,yes
"A Rightly Planned 1517 Sq Ft Residence Is Found For Sale In Uttara, Near Mugda Medical College And Hospital",3.0,3.0,1517.0,dhaka,uttara,1.15,7580.75,medium,yes
Buy This 855 Sq Ft Nice Flat In North Goran,3.0,2.0,875.0,dhaka,khilgaon,0.57,6514.29,medium,yes
"630 Sq Ft Residential Apartment For Sale In Mirpur, Rupnagar R/a",2.0,1.0,630.0,dhaka,mirpur,0.35,5555.56,low,yes
Create your home in a 800 SQ FT apartment for sale in Rupnagar R/A,2.0,2.0,800.0,dhaka,mirpur,0.53,6625.0,medium,yes
"1560 Square Feet Apartment For Sale In The Great Area Of Bashundhara R-a, Block L",3.0,3.0,1560.0,dhaka,bashundhara,1.4,8974.36,low,yes
Valuable 1970 Square Feet Apartment For Sale In Bashundhara R/A,3.0,4.0,1970.0,dhaka,bashundhara,2.1,10659.9,medium,yes
1802 SQ FT Apartment for Sale in Uttara nearby Police Station,3.0,3.0,1802.0,dhaka,uttara,1.6,8879.02,low,yes
Notable 2500 Square Feet Apartment For Sale In Banani Dohs,3.0,3.0,2500.0,dhaka,banani dohs,6.5,26000.0,low,yes
"Make this 1000 SQ FT flat your next residing location, which is up for sale in Jigatola",3.0,2.0,1000.0,dhaka,hazaribag,0.73,7300.0,low,yes
Offering You 1720 Sq Ft Flat For Sale In Hazaribag,4.0,4.0,1720.0,dhaka,hazaribag,1.4,8139.53,low,yes
Ready Flat Is Now For Sale In Rampura Nearby Mercantile Bank Limited,3.0,3.0,1245.0,dhaka,rampura,0.71,5702.81,low,yes
A Well Sized 1200 Sq Ft Residential Home Is Available For Sale At Baigertek,3.0,3.0,1200.0,dhaka,cantonment,0.5,4166.67,medium,yes
Worthy 925 Sq Ft Residence Is For Sale At Banasree,2.0,2.0,925.0,dhaka,banasree,0.68,7351.35,medium,yes
1485 Sq Ft Apartment With 3 Bedrooms For Sale In Mohammadpur,3.0,3.0,1485.0,dhaka,mohammadpur,1.32,8888.89,medium,yes
"View This 1485 Sq Ft Apartment For Sale In Mohammadpur, Jahuri Moholla",3.0,3.0,1485.0,dhaka,mohammadpur,1.32,8888.89,medium,yes
Buy This 1200 Sq Ft Apartment In The Nice Area Of Mirpur,3.0,3.0,1200.0,dhaka,mirpur,0.6,5000.0,medium,yes
"Impressive Apartment Of 1553 Sq Ft Is Up For Sale In Free School Street, Kathalbagan",3.0,3.0,1553.0,dhaka,kathalbagan,1.65,10624.6,low,yes
"750 Sq Ft Apartment For Sale In Ahmed Nagar, Mirpur",3.0,2.0,750.0,dhaka,mirpur,0.52,6933.33,medium,yes
"Offering You 650 Sq Ft Flat For Sale In Mirpur, Rupnagar R/a.",2.0,2.0,650.0,dhaka,mirpur,0.32,4923.08,medium,yes
"This 1595 Sq Ft Apartment Is Ready For Sale In Baitul Aman Housing Society, Adabor",3.0,3.0,1595.0,dhaka,adabor,1.12,7021.94,medium,yes
"This 850 Sq Ft Apartment Comes With Peaceful Living In Mirpur10-Block A , Is Up For Sale.",2.0,2.0,850.0,dhaka,mirpur,0.6,7058.82,medium,yes
"Near Senpara Jame Masjid, Apartment For sale In Mirpur",2.0,2.0,850.0,dhaka,mirpur,0.48,5647.06,medium,yes
A worthwhile 1425 SQ FT residential flat is ready for sale at Mirpur 6,3.0,3.0,1425.0,dhaka,mirpur,0.85,5964.91,low,yes
"A very reasonable 700 SQ FT residential home is up for sale located at Mirpur, Section 6",2.0,1.0,700.0,dhaka,mirpur,0.3,4285.71,medium,yes
"Your Desirable 1480 Sq Ft Cozy Flat Is Ready For Sale In Mirpur 2, Near Islami Bank International School &amp; College",3.0,3.0,1480.0,dhaka,mirpur,1.0,6756.76,low,yes
Plan To Move In This 990 Sq Ft Flat Which Is Up For Sale In Bochila,3.0,3.0,990.0,dhaka,mohammadpur,0.48,4848.48,medium,yes
A 600 Square Feet Apartment At Bochila City Developers Ltd For Sale,2.0,1.0,600.0,dhaka,mohammadpur,0.3,5000.0,medium,yes
Buy This Amazing 1050 Sq Ft Apartment At Mirpur,3.0,2.0,1050.0,dhaka,mirpur,0.48,4571.43,low,yes
A Must See 1350 Sq Ft Apartment For sale Is All Set For You To Settle In Bashundhara Close To Kuril Hazi Bari Masjid,3.0,3.0,1350.0,dhaka,bashundhara,1.3,9629.63,medium,yes
Your Desired Large 2 Bedroom Home In Rajanigandha Residential Area Is Now Vacant For Sale,2.0,2.0,1015.0,dhaka,mirpur,0.65,6403.94,low,yes
Looking For A Tasteful Home For Sale In Faydabad ? Check This One,2.0,2.0,600.0,dhaka,dakshin khan,0.26,4333.33,medium,yes
Looking For A Tasteful Home For Sale In Paterbag? Check This One,2.0,2.0,1100.0,dhaka,shyampur,0.45,4090.91,medium,yes
At Paterbag 1100 Square Feet Apartment For Sale,2.0,2.0,1100.0,dhaka,shyampur,0.45,4090.91,low,yes
At Mirpur DOHS 1045 Square feet flat is available to Sale close to Mirpur DOHS Central Mosque,3.0,2.0,1045.0,dhaka,mirpur,1.1,10526.32,low,yes
"1100 Sq Ft Apartment Is For Sale In Mirpur, Section 1",3.0,2.0,1100.0,dhaka,mirpur,0.64,5818.18,medium,yes
"Build Your Residence In This 2100 Sq Ft Apartment For Sale In Banasree, Block E",4.0,4.0,2100.0,dhaka,banasree,1.4,6666.67,medium,yes
"1250 Sq Ft Residential Property Is Available For Sale In Hazaribag, Rayer Bazaar",3.0,3.0,1250.0,dhaka,hazaribag,1.08,8640.0,medium,yes
2375 Sq Ft Elegant Flat For Sale In Uttara Sector 5.,4.0,3.0,2375.0,dhaka,uttara,2.2,9263.16,medium,yes
Decent 1100 Sq Ft Residential Flat For Sale In Banasree,3.0,2.0,1100.0,dhaka,banasree,0.79,7181.82,low,yes
Check This Flat In Mirpur For Sale Which Is Ready To Move In,3.0,2.0,820.0,dhaka,mirpur,0.6,7317.07,medium,yes
"This 1125 Sq Ft Flat Is Up For Sale Within Your Affordability, Is Located At Hatirpool",3.0,3.0,1125.0,dhaka,hatirpool,0.97,8622.22,medium,yes
"Modern 1220 Sq Ft Flat For Sale In Free School Street Road, Kathalbagan",2.0,3.0,1220.0,dhaka,kathalbagan,1.63,13360.66,low,yes
2200 Sq Ft Flat Is Now For Sale Which Is In Bashundhara R-a,4.0,4.0,2200.0,dhaka,bashundhara,1.65,7500.0,low,yes
"Looking For A New Place? Try Us, As We Have This 970 Sq Ft Apartment Ready For Sale At Mirpur, Near Bashir Uddin Adarsha School And College",2.0,2.0,970.0,dhaka,mirpur,0.48,4948.45,low,yes
Let Us Assist You To Buy This 1510 Sq. Ft Flat At South Pirerbag Near To Fulki Nursery School,3.0,3.0,1510.0,dhaka,mirpur,0.82,5430.46,low,yes
Grab This 1235 Sq Ft Flat For Sale In Hazaribag,3.0,3.0,1235.0,dhaka,hazaribag,1.18,9554.66,low,yes
Grab This 1425 Sq Ft Flat Up For Sale In Mirpur Near Sonali Bank,3.0,3.0,1425.0,dhaka,mirpur,0.86,6035.09,medium,yes
See This Apartment Which Is Up For Sale In West Shewrapara Near Shewrapara Central Jame Masjid.,3.0,3.0,850.0,dhaka,mirpur,0.7,8235.29,low,yes
At Middle Monipur Nice Flat Up For Sale Near Baitur Rowshan Jame Masjid,3.0,2.0,1100.0,dhaka,mirpur,0.5,4545.45,low,yes
At Middle Paikpara Nice Flat Up For Sale Near Paikpara Central Jame Masjid,3.0,3.0,1100.0,dhaka,mirpur,0.42,3818.18,low,yes
Well Planned Residential Apartment In Mirpur Is Available For Sale Near Adarsha Abason Road,3.0,3.0,1300.0,dhaka,mirpur,0.65,5000.0,low,yes
Check This Apartment Up For Sale At Pirerbag Near Shimultola Jame Mosjid,3.0,2.0,1050.0,dhaka,mirpur,0.58,5523.81,medium,yes
An Apartment Which Is Up For Sale At Kallyanpur Near To Kallyanpur Girls School And College.,3.0,2.0,1070.0,dhaka,mirpur,0.46,4299.07,low,yes
3 Bedroom Flat For Sale In Agargaon Near Agargaon Adarsha High School,3.0,3.0,1230.0,dhaka,agargaon,0.64,5203.25,medium,yes
"879 Sq Ft Apartment For Sale In West Kazipara, Mirpur",3.0,2.0,879.0,dhaka,mirpur,0.53,6029.58,medium,yes
Noticeable 1850 Sq Ft Apartment For Sale In Malibagh,4.0,4.0,1850.0,dhaka,malibagh,1.75,9459.46,high,yes
Get Comfortable In A Nice Flat For Sale In Bashundhara R-a Nearby Viquarunnisa Noon School And College,3.0,4.0,1856.0,dhaka,bashundhara,1.75,9428.88,low,yes
1650 SQ FT flat is now Vacant for sale in Mirpur,4.0,4.0,1650.0,dhaka,mirpur,0.99,6000.0,medium,yes
625 Sq Ft Residential Apartment For Sale In Mirpur,2.0,2.0,625.0,dhaka,mirpur,0.25,4000.0,medium,yes
An Apartment Of 1250 Sq.Ft Is Up For Sale In Mirpur Section 11.,3.0,3.0,1250.0,dhaka,mirpur,0.5,4000.0,medium,yes
Flat For Sale In Mirpur Near Gudara Ghat Wasa Pump,2.0,2.0,650.0,dhaka,mirpur,0.3,4615.38,medium,yes
1350 Square Feet Residential Flat Is Now Up For Sale In Bashundhara Near Independent University,3.0,3.0,1350.0,dhaka,bashundhara,1.2,8888.89,low,yes
A rightly planned 1325 SQ FT flat is found for sale in Mirpur near Islami Bank Hospital,3.0,3.0,1325.0,dhaka,mirpur,0.65,4905.66,medium,yes
"Make This 1852 Sq Ft Flat For Sale, Your Residing Location, In Bashundhara R/A Near JFP",3.0,3.0,1852.0,dhaka,bashundhara,2.15,11609.07,medium,yes
1210 Square Feet Apartment Is For Sale At Maghbazar,3.0,3.0,1210.0,dhaka,maghbazar,0.6,4958.68,low,yes
1654 SFT Three Bedroom Apartment | Vacant Now | Ready To Move in Uttara,3.0,4.0,1654.0,dhaka,uttara,1.1,6650.54,medium,yes
"1275 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,1275.0,dhaka,bashundhara,1.25,9803.92,medium,yes
"Dwell In This 1955 Sq Ft Apartment, Which Is Now Up For Sale In Shiddheswari",4.0,4.0,1955.0,dhaka,shiddheswari,2.52,12890.03,low,yes
"1609 Sq Ft Suitable Apartment For Sale In Banasree, Block H",3.0,3.0,1609.0,dhaka,banasree,1.28,7955.25,low,yes
"A Strongly Structured Apartment Of 1410 Sq Ft Is Available For Sale In Block C, Bashundhara R-a",3.0,3.0,1410.0,dhaka,bashundhara,1.34,9503.55,low,yes
Reside Conveniently In This Well Constructed 922 Sq Ft Flat For Sale In North Azampur,2.0,2.0,922.0,dhaka,dakshin khan,0.5,5422.99,high,yes
2450 Sq Ft Flat Is Now Vacant For Sale In Banani Close To Banani Super Market,4.0,4.0,2450.0,dhaka,banani,4.3,17551.02,low,yes
"Picture Yourself, Residing In This Well Constructed And Planned 2258 Sq Ft Apartment In Uttara Sector 13 For Sale, Near Milestone College",4.0,5.0,2258.0,dhaka,uttara,2.8,12400.35,low,yes
"You Can Find A Wonderful 1500 Sq Ft Flat For Sale In Bashundhara R-a, Block G",3.0,4.0,1500.0,dhaka,bashundhara,1.22,8133.33,medium,yes
A 3 Bedrooms Residence For Sale In Eastern Housing - Pallabi.,3.0,2.0,1050.0,dhaka,mirpur,0.5,4761.9,medium,yes
This 1872 Sq.Ft Flat In Bijoy Rakeen City With A Convenient Price Is Up For Sale,3.0,3.0,1872.0,dhaka,mirpur,1.35,7211.54,medium,yes
935 Sq Ft Flat Ready For Sale In South Pirerbag,3.0,2.0,935.0,dhaka,mirpur,0.66,7058.82,low,yes
"Check Out This 750 Sq Ft Flat For Sale In Ashi Dag Road, Ibrahimmpur",2.0,2.0,750.0,dhaka,ibrahimpur,0.35,4666.67,medium,yes
963 Sq. Ft Flat For Sale Beside To Khilkhet Bazar Masjid In Dumni .,3.0,2.0,963.0,dhaka,dumni,0.25,2596.05,low,yes
Close To Khilkhet Bazar Masjid A 951 Sq.ft Flat For Sale At Dumni .,2.0,2.0,951.0,dhaka,dumni,0.25,2628.81,low,yes
1248 Sq.ft Flat For Sale Very Next To Khilkhet Bazar Masjid At Dumni .,3.0,3.0,1248.0,dhaka,dumni,0.32,2564.1,low,yes
For Selling Purpose This 1046 Sq Ft Flat Is Now Vacant In Dumni.,3.0,2.0,1046.0,dhaka,dumni,0.28,2676.86,low,yes
Beside To Shah Shaheb Nagar Jame Mosque 1000 Square Feet Flat For Sale At Paikpara,3.0,2.0,1000.0,dhaka,mirpur,0.38,3800.0,medium,yes
"A Relaxing 1050 Sq Ft Flat Is Up For Sale At Ahmed Nagar, With An Attractive Price",3.0,2.0,1050.0,dhaka,mirpur,0.55,5238.1,low,yes
"In Shah Ali Bag, This 1090 Sq Ft Residence Is Waiting For Sale",3.0,3.0,1090.0,dhaka,mirpur,0.71,6513.76,low,yes
"Experience The Ultimate Luxury Lifestyle Here In Uttara-6, A 3218 Sq.Ft Home Is Up For Sale.",4.0,4.0,3218.0,dhaka,uttara,2.75,8545.68,low,yes
"A Very Beautiful 1400 Sq Ft Flat Is Now Available For Sale In Chikha Bazar, Ibrahimpur",4.0,4.0,1400.0,dhaka,ibrahimpur,0.95,6785.71,medium,yes
Cozy Flat Is Available For Sale In Mirpur Near To Mirpur Adhunik Hospital,3.0,3.0,1400.0,dhaka,mirpur,0.75,5357.14,low,yes
3200 Square Feet Flat With 4 Amazing Bedrooms Is Ready For Sale In Gulshan 1,4.0,4.0,3200.0,dhaka,gulshan,5.8,18125.0,low,yes
1150 Sq Ft Apartment With 3 Bedrooms Is Ready For Sale In Mirpur-11,3.0,3.0,1150.0,dhaka,mirpur,0.7,6086.96,medium,yes
"Perfect For A Family Home, This Apartment Of 1390 Sq Ft Is Up For Sale In Free School Street, Kathalbagan",3.0,3.0,1390.0,dhaka,kathalbagan,2.25,16187.05,low,yes
Pursue This 1383 Square Feet Apartment Ready For Sale In Dhanmondi,3.0,3.0,1383.0,dhaka,dhanmondi,1.08,7809.11,medium,yes
1650 Square Ft Apartment For Sale Is Being Constructed In Mirpur,4.0,3.0,1650.0,dhaka,mirpur,1.1,6666.67,medium,yes
1650 Square Ft Well Designed Apartment For Sale In Mirpur,4.0,3.0,1650.0,dhaka,mirpur,1.1,6666.67,low,yes
Notable 2785 Square Feet Apartment For Sale In Dhanmondi,4.0,4.0,2785.0,dhaka,dhanmondi,4.4,15798.92,medium,yes
"Buy This 1070 Sq Ft Flat In Uttara, Sector 10",2.0,2.0,1070.0,dhaka,uttara,0.96,8971.96,low,yes
Modest 1450 Square Feet Apartment For Sale In Rajabazar,3.0,3.0,1450.0,dhaka,tejgaon,1.1,7586.21,low,yes
Spacious 2475 Square Feet Apartment For Sale In Bashundhara R-a,3.0,4.0,2475.0,dhaka,bashundhara,2.35,9494.95,medium,yes
"1200 Sq Ft Apartment Is For Sale In Mirpur-1, Block B",3.0,2.0,1200.0,dhaka,mirpur,0.75,6250.0,low,yes
4 Bedrooms Apartment Is Available For Sale In Bashundhara R-a.,4.0,5.0,2535.0,dhaka,bashundhara,1.6,6311.64,medium,yes
1325 Sq Ft Residential Apartment For Sale In Uttar Badda,3.0,3.0,1325.0,dhaka,badda,0.8,6037.74,medium,yes
There&#039;s A Thoughtfully Designed 1650 Sq Ft Flat For Sale In Keraniganj,3.0,3.0,1650.0,dhaka,keraniganj,0.82,4969.7,medium,yes
1650 Sq Ft Flat Located In Keraniganj Is Now Available | For Sale,3.0,3.0,1650.0,dhaka,keraniganj,0.82,4969.7,medium,yes
"1130 Sq Ft Flat For Sale In Bashundhara Riverview, Keraniganj",2.0,2.0,1130.0,dhaka,keraniganj,0.58,5132.74,medium,yes
1150 Sq Ft Apartment Is Ready For Sale In Dhanmondi,3.0,3.0,1150.0,dhaka,dhanmondi,0.95,8260.87,low,yes
"1587 Sq Ft Flat Is Being Constructed For Sale In Motijheel, Gopibag",3.0,3.0,1587.0,dhaka,motijheel,1.59,10018.9,medium,yes
"Well Planned 1320 Sq Ft Residential Apartment For Sale In Mirpur, Pallabi",3.0,3.0,1320.0,dhaka,mirpur,0.93,7045.45,medium,yes
Very Well Designed 1100 Sq Ft Residential Flat Is Unoccupied For Sale At North Pirerbag,3.0,2.0,1100.0,dhaka,mirpur,0.65,5909.09,low,yes
2200 Sq Ft Flat Is Up For Sale In Mirpur DOHS Nearby Mirpur Dohs Central Mosque,3.0,3.0,2200.0,dhaka,mirpur,2.1,9545.45,medium,yes
Well Planned 1500 Sq Ft Flat For Sale In Middle Badda,3.0,3.0,1500.0,dhaka,badda,1.2,8000.0,low,yes
Noticeable 1500 Square Feet Apartment For Sale In Uttara,3.0,3.0,1500.0,dhaka,uttara,1.6,10666.67,medium,yes
Beautiful 612 SQ FT flat is available for sale in Mirpur 12,2.0,2.0,612.0,dhaka,mirpur,0.29,4738.56,low,yes
"Ready apartment 650 SQ FT is now for sale in Block C, Mirpur",2.0,2.0,650.0,dhaka,mirpur,0.4,6153.85,low,yes
"A 1220 Sq. Ft. Residential Apartment Is For Sale At Banasree , Main Road .",3.0,3.0,1220.0,dhaka,banasree,0.95,7786.89,medium,yes
Move In And Inhabit This 1020 Sq Ft Properly Constructed Apartment For Sale In Sultanganj,2.0,2.0,1020.0,dhaka,hazaribag,0.5,4901.96,medium,yes
"Buy This 1310 Square Feet Flat In The Prominent Location Of Bashundhara R-a, Block J",3.0,3.0,1310.0,dhaka,bashundhara,0.98,7480.92,low,yes
"1310 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,1310.0,dhaka,bashundhara,1.2,9160.31,low,yes
Live With Your Family In This Cozy 650 Sq Ft Residential Flat For Sale In Mirpur-6,2.0,2.0,650.0,dhaka,mirpur,0.28,4307.69,medium,yes
Get Hold Of This 650 Sq Ft Residential Flat For Sale In Mirpur-6,2.0,2.0,650.0,dhaka,mirpur,0.28,4307.69,medium,yes
"Live Comfortably In This 1550 Sq Ft Residential Flat, Up For Sale In Mirpur, Baitur Rowshan Jame Masjid Road",3.0,3.0,1550.0,dhaka,mirpur,0.86,5548.39,low,yes
"930 Sq Ft Flat For Sale In Mirpur, Middle Monipur, Baitur Rowshan Jame Masjid Road",2.0,2.0,930.0,dhaka,mirpur,0.52,5591.4,low,yes
Acquire This 930 Sq Ft With 2 Bedrooms Flat Which Is Up For Sale In Middle Monipur Beside To Baitur Rowshan Jame Masjid .,2.0,2.0,930.0,dhaka,mirpur,0.52,5591.4,low,yes
2400 Sq Ft Ready Flat For Sale In Uttara-7,4.0,4.0,2400.0,dhaka,uttara,2.6,10833.33,high,yes
"At Darussalam, Flat For Sale Close To Mir Bari Adi Jame Mosjid",3.0,3.0,1260.0,dhaka,mirpur,0.58,4603.17,low,yes
"An Apartment Is Ready For Sale At Mohammadpur , Near Market Camp Masjid.",2.0,2.0,700.0,dhaka,mohammadpur,0.35,5000.0,low,yes
Exquisite Flat For Sale In Ashkona Nearby Bangamata Sheikh Fozilatunnessa High School,3.0,2.0,1240.0,dhaka,dakshin khan,0.81,6532.26,medium,yes
1450 Sq Ft Remarkable Flat Is Up For Sale In Ashkona Nearby Hajj Camp Masjid.,3.0,2.0,1450.0,dhaka,dakshin khan,0.94,6482.76,medium,yes
1254 Sq Ft Flat For Sale In Kalachandpur,3.0,3.0,1254.0,dhaka,kalachandpur,0.83,6618.82,medium,yes
An Apartment Of 1425 Sq.Ft Which Is Up For Sale At Dhanmondi Near To West Dhanmondi Jame Masjid.,3.0,3.0,1425.0,dhaka,dhanmondi,1.0,7017.54,medium,yes
Own The Flat In Mirpur That Is Available For Sale,3.0,3.0,1315.0,dhaka,mirpur,0.74,5627.38,low,yes
Near Mirpur Adhunik Hospital A Flat For Sale In Mirpur,3.0,3.0,1330.0,dhaka,mirpur,0.69,5187.97,medium,yes
An Apartment Which Is Up For Sale At Mirpur Near To Mirpur Adhunik Hospital And Diagnostic Center.,3.0,3.0,1400.0,dhaka,mirpur,0.6,4285.71,low,yes
"Reside Conveniently In This Well Constructed Flat For Sale In Bashundhara, Near Viquarunnisa Noon School And College",3.0,4.0,1796.0,dhaka,bashundhara,1.4,7795.1,low,yes
"1400 Sq Ft Apartment Is Ready For Sale At Mirpur, Near Mirpur Adhunik Hospital",3.0,3.0,1400.0,dhaka,mirpur,0.81,5785.71,low,yes
1236 Sq Ft Ready Flat Is Up For Sale In Kafrul.,3.0,3.0,1236.0,dhaka,kafrul,0.7,5663.43,low,yes
Visit This Apartment For Sale In Pallabi Near Baitul Ibada Mosjid,3.0,3.0,1150.0,dhaka,mirpur,0.6,5217.39,low,yes
"1090 Sq Ft Apartment Is Available For Sale In Mirpur, West Shewrapara",3.0,2.0,1090.0,dhaka,mirpur,0.55,5045.87,medium,yes
